timestamp,vehicle_id,lat,lon,speed_kmh,idle,fuel_lph,harsh_event,date
2024-01-01 08:00:00,1,51.530090796944265,-0.0966783197071674,62.84544784612038,0,4.726864645201617,0,2024-01-01
2024-01-01 09:00:00,1,51.53666986136551,-0.09556089218588697,44.18561938300206,0,3.3233821898962126,0,2024-01-01
2024-01-01 10:00:00,1,51.53861138205275,-0.08504703477716177,55.157729272097896,0,4.148639708070392,0,2024-01-01
2024-01-01 11:00:00,1,51.534317164255405,-0.08249146338118586,31.429297513687878,0,2.363926749392167,0,2024-01-01
2024-01-01 12:00:00,1,51.53682849099454,-0.07855280245328354,26.138757433793426,0,1.9660034675196678,0,2024-01-01
2024-01-01 13:00:00,1,51.53820354976254,-0.07306461557857875,29.44984297438889,0,2.2150438310699636,0,2024-01-01
2024-01-01 14:00:00,1,51.539340391971606,-0.0726185939639143,7.905690158856409,0,0.5946194766455725,0,2024-01-01
2024-01-01 15:00:00,1,51.539340391971606,-0.0726185939639143,30.996192248411326,1,2.9141889010329622,0,2024-01-01
2024-01-01 16:00:00,1,51.545202264014065,-0.06524341089911487,54.21159731569958,0,4.077477231746807,0,2024-01-01
2024-01-01 17:00:00,1,51.53740606833032,-0.06653398038077535,52.338173681547836,0,3.936569333955389,0,2024-01-01
2024-01-01 18:00:00,1,51.54060314404221,-0.06734170346939125,21.687345250434667,0,1.631194446470784,0,2024-01-01
2024-01-01 19:00:00,1,51.54060314404221,-0.06734170346939125,51.07699869993115,1,4.802138969732434,0,2024-01-01
2024-01-01 20:00:00,1,51.54060314404221,-0.06734170346939125,42.57052421784956,1,4.0023802986049235,0,2024-01-01
2024-01-01 21:00:00,1,51.53893980997412,-0.0646042351690867,17.822170144488588,0,1.3404787274811578,0,2024-01-01
2024-01-01 22:00:00,1,51.5417150792173,-0.06017119560374283,29.20233687407937,0,2.196427879157434,0,2024-01-01
2024-01-01 23:00:00,1,51.5417150792173,-0.06017119560374283,29.84616999541062,1,2.806066520749063,0,2024-01-01
2024-01-02 00:00:00,1,51.54269893682664,-0.06972739870950295,49.175144332613016,0,3.698664885604194,0,2024-01-02
2024-01-02 01:00:00,1,51.54069577885392,-0.06503206659710675,27.41173715166042,0,2.0617495084608923,0,2024-01-02
2024-01-02 02:00:00,1,51.54069577885392,-0.06503206659710675,35.36181436223178,1,3.3246343973132904,0,2024-01-02
2024-01-02 03:00:00,1,51.54642164782585,-0.05804619159501531,52.18788733591297,0,3.925265679702222,0,2024-01-02
2024-01-02 04:00:00,1,51.54761184773447,-0.06977574207919669,60.34360042856234,0,4.538690409659527,0,2024-01-02
2024-01-02 05:00:00,1,51.54761184773447,-0.06977574207919669,0.7038234386538349,1,0.06617181996982179,0,2024-01-02
2024-01-02 06:00:00,1,51.54761184773447,-0.06977574207919669,52.32853756562836,1,4.919805702549047,0,2024-01-02
2024-01-02 07:00:00,1,51.54763947575082,-0.061662800410078294,41.37641164803254,0,3.112090120564987,0,2024-01-02
2024-01-02 08:00:00,1,51.5478426259976,-0.059683150591221805,10.186466280986608,0,0.7661660306889903,0,2024-01-02
2024-01-02 09:00:00,1,51.54933719339839,-0.06478798427950352,27.872595956602186,0,2.0964125949081884,0,2024-01-02
2024-01-02 10:00:00,1,51.55095051866967,-0.07079671816348185,32.47364434623195,0,2.4424763705543566,0,2024-01-02
2024-01-02 11:00:00,1,51.55589500030029,-0.07573467330568169,41.456163240220604,0,3.118088565869019,0,2024-01-02
2024-01-02 12:00:00,1,51.55589500030029,-0.07573467330568169,54.52967485799334,1,5.126751440130364,0,2024-01-02
2024-01-02 13:00:00,1,51.56476131019612,-0.07522859107232815,59.10600430209334,0,4.445605714176591,0,2024-01-02
2024-01-02 14:00:00,1,51.56569384584368,-0.0683511213273522,35.6207099376157,0,2.679180119033741,0,2024-01-02
2024-01-02 15:00:00,1,51.5587166259265,-0.06943188813454204,46.79404489800264,0,3.519572602552476,0,2024-01-02
2024-01-02 16:00:00,1,51.56426033241572,-0.07072904776448552,37.50908637473402,0,2.821212678644141,0,2024-01-02
2024-01-02 17:00:00,1,51.562965111124875,-0.06312634687957765,39.7217379323254,0,2.9876353039604253,1,2024-01-02
