timestamp,vehicle_id,lat,lon,speed_kmh,idle,fuel_lph,harsh_event,date,hour,is_night,speed_ma
2024-01-01 08:00:00,1,51.530090796944265,-0.0966783197071674,62.84544784612038,0,4.726864645201617,0,2024-01-01,8,0,62.84544784612038
2024-01-01 09:00:00,1,51.53666986136551,-0.0955608921858869,44.18561938300206,0,3.3233821898962126,0,2024-01-01,9,0,53.51553361456122
2024-01-01 10:00:00,1,51.53861138205275,-0.0850470347771617,55.157729272097896,0,4.148639708070392,0,2024-01-01,10,0,54.06293216707345
2024-01-01 11:00:00,1,51.534317164255405,-0.0824914633811858,31.42929751368788,0,2.363926749392167,0,2024-01-01,11,0,48.404523503727056
2024-01-01 12:00:00,1,51.53682849099454,-0.0785528024532835,26.138757433793423,0,1.966003467519668,0,2024-01-01,12,0,43.951370289740325
2024-01-01 13:00:00,1,51.53820354976254,-0.0730646155785787,29.44984297438889,0,2.215043831069964,0,2024-01-01,13,0,41.53444907051509
2024-01-01 14:00:00,1,51.539340391971606,-0.0726185939639143,7.905690158856409,0,0.5946194766455725,0,2024-01-01,14,0,32.377822789304425
2024-01-01 15:00:00,1,51.539340391971606,-0.0726185939639143,30.99619224841133,1,2.9141889010329622,0,2024-01-01,15,0,30.179584933539303
2024-01-01 16:00:00,1,51.54520226401407,-0.0652434108991148,54.21159731569958,0,4.077477231746807,0,2024-01-01,16,0,30.02189627413959
2024-01-01 17:00:00,1,51.53740606833032,-0.0665339803807753,52.33817368154784,0,3.936569333955389,0,2024-01-01,17,0,33.50670896878291
2024-01-01 18:00:00,1,51.54060314404221,-0.0673417034693912,21.687345250434667,0,1.631194446470784,0,2024-01-01,18,0,32.764806938223124
2024-01-01 19:00:00,1,51.54060314404221,-0.0673417034693912,51.07699869993115,1,4.802138969732434,0,2024-01-01,19,0,36.369332892480166
2024-01-01 20:00:00,1,51.54060314404221,-0.0673417034693912,42.57052421784956,1,4.002380298604924,0,2024-01-01,20,0,42.146805235645694
2024-01-01 21:00:00,1,51.53893980997412,-0.0646042351690867,17.822170144488588,0,1.3404787274811578,0,2024-01-01,21,0,39.9511348849919
2024-01-01 22:00:00,1,51.5417150792173,-0.0601711956037428,29.20233687407937,0,2.196427879157434,0,2024-01-01,22,1,35.78292481138853
2024-01-01 23:00:00,1,51.5417150792173,-0.0601711956037428,29.84616999541062,1,2.806066520749063,0,2024-01-01,23,1,32.03425753036566
2024-01-02 00:00:00,1,51.54269893682664,-0.0697273987095029,49.175144332613016,0,3.698664885604194,0,2024-01-02,0,1,36.61555737739538
2024-01-02 01:00:00,1,51.54069577885392,-0.0650320665971067,27.41173715166042,0,2.0617495084608923,0,2024-01-02,1,1,32.671347119350266
2024-01-02 02:00:00,1,51.54069577885392,-0.0650320665971067,35.36181436223178,1,3.3246343973132904,0,2024-01-02,2,1,31.469895476747297
2024-01-02 03:00:00,1,51.54642164782585,-0.0580461915950153,52.18788733591297,0,3.925265679702222,0,2024-01-02,3,1,37.19751500865136
2024-01-02 04:00:00,1,51.54761184773447,-0.0697757420791966,60.34360042856234,0,4.538690409659527,0,2024-01-02,4,1,42.38772560106519
2024-01-02 05:00:00,1,51.54761184773447,-0.0697757420791966,0.7038234386538349,1,0.0661718199698217,0,2024-01-02,5,1,37.53066784160573
2024-01-02 06:00:00,1,51.54761184773447,-0.0697757420791966,52.32853756562836,1,4.919805702549047,0,2024-01-02,6,0,38.05623338044162
2024-01-02 07:00:00,1,51.54763947575082,-0.0616628004100782,41.37641164803254,0,3.112090120564987,0,2024-01-02,7,0,40.38367912983697
2024-01-02 08:00:00,1,51.5478426259976,-0.0596831505912218,10.186466280986608,0,0.7661660306889903,0,2024-01-02,8,0,36.18778778296277
2024-01-02 09:00:00,1,51.54933719339839,-0.0647879842795035,27.872595956602183,0,2.0964125949081884,0,2024-01-02,9,0,32.135239219744314
2024-01-02 10:00:00,1,51.55095051866967,-0.0707967181634818,32.47364434623195,0,2.4424763705543566,0,2024-01-02,10,0,27.490246539355912
2024-01-02 11:00:00,1,51.55589500030029,-0.0757346733056816,41.45616324022061,0,3.118088565869019,0,2024-01-02,11,0,34.28230317295037
2024-01-02 12:00:00,1,51.55589500030029,-0.0757346733056816,54.52967485799334,1,5.126751440130364,0,2024-01-02,12,0,34.649159388344536
2024-01-02 13:00:00,1,51.56476131019612,-0.0752285910723281,59.10600430209334,0,4.445605714176591,0,2024-01-02,13,0,37.60409149735467
2024-01-02 14:00:00,1,51.56569384584368,-0.0683511213273522,35.6207099376157,0,2.679180119033741,0,2024-01-02,14,0,41.84313210679286
2024-01-02 15:00:00,1,51.5587166259265,-0.069431888134542,46.79404489800264,0,3.519572602552476,0,2024-01-02,15,0,44.9967069303596
2024-01-02 16:00:00,1,51.56426033241572,-0.0707290477644855,37.50908637473402,0,2.821212678644141,0,2024-01-02,16,0,45.83594726844328
2024-01-02 17:00:00,1,51.56296511112488,-0.0631263468795776,39.7217379323254,0,2.9876353039604253,1,2024-01-02,17,0,45.546876383794064
2024-01-02 18:00:00,1,51.56072857656367,-0.0631755142560365,14.897430670146653,0,1.120497040795701,0,2024-01-02,18,0,38.94150235248629
2024-01-02 19:00:00,1,51.56507289729871,-0.0558716722752943,47.16631149150291,0,3.547572304356092,0,2024-01-02,19,0,36.95155355072122
2024-01-02 20:00:00,1,51.56534347174088,-0.0487992048156707,36.11457032891664,0,2.716325390542057,0,2024-01-02,20,0,37.033863615938046
2024-01-02 21:00:00,1,51.56247100393834,-0.0446914982191108,28.36995841064584,0,2.133821270961004,0,2024-01-02,21,0,33.96318253471191
