vehicle_id,date,timestamp,lat,lon,order
1,2024-01-01,2024-01-01 08:00:00,51.530090796944265,-0.0966783197071674,0
1,2024-01-01,2024-01-01 09:00:00,51.53666986136551,-0.0955608921858869,1
1,2024-01-01,2024-01-01 10:00:00,51.53861138205275,-0.0850470347771617,2
1,2024-01-01,2024-01-01 11:00:00,51.534317164255405,-0.0824914633811858,3
1,2024-01-01,2024-01-01 12:00:00,51.53682849099454,-0.0785528024532835,4
1,2024-01-01,2024-01-01 13:00:00,51.53820354976254,-0.0730646155785787,5
1,2024-01-01,2024-01-01 14:00:00,51.539340391971606,-0.0726185939639143,6
1,2024-01-01,2024-01-01 15:00:00,51.539340391971606,-0.0726185939639143,7
1,2024-01-01,2024-01-01 18:00:00,51.54060314404221,-0.0673417034693912,8
1,2024-01-01,2024-01-01 19:00:00,51.54060314404221,-0.0673417034693912,9
1,2024-01-01,2024-01-01 20:00:00,51.54060314404221,-0.0673417034693912,10
1,2024-01-01,2024-01-01 21:00:00,51.53893980997412,-0.0646042351690867,11
1,2024-01-01,2024-01-01 17:00:00,51.53740606833032,-0.0665339803807753,12
1,2024-01-01,2024-01-01 22:00:00,51.5417150792173,-0.0601711956037428,13
1,2024-01-01,2024-01-01 23:00:00,51.5417150792173,-0.0601711956037428,14
1,2024-01-01,2024-01-01 16:00:00,51.54520226401407,-0.0652434108991148,15
1,2024-01-02,2024-01-02 00:00:00,51.54269893682664,-0.0697273987095029,0
1,2024-01-02,2024-01-02 04:00:00,51.54761184773447,-0.0697757420791966,1
1,2024-01-02,2024-01-02 05:00:00,51.54761184773447,-0.0697757420791966,2
1,2024-01-02,2024-01-02 06:00:00,51.54761184773447,-0.0697757420791966,3
1,2024-01-02,2024-01-02 10:00:00,51.55095051866967,-0.0707967181634818,4
1,2024-01-02,2024-01-02 09:00:00,51.54933719339839,-0.0647879842795035,5
1,2024-01-02,2024-01-02 07:00:00,51.54763947575082,-0.0616628004100782,6
1,2024-01-02,2024-01-02 08:00:00,51.5478426259976,-0.0596831505912218,7
1,2024-01-02,2024-01-02 03:00:00,51.54642164782585,-0.0580461915950153,8
1,2024-01-02,2024-01-02 01:00:00,51.54069577885392,-0.0650320665971067,9
1,2024-01-02,2024-01-02 02:00:00,51.54069577885392,-0.0650320665971067,10
1,2024-01-02,2024-01-02 15:00:00,51.5587166259265,-0.069431888134542,11
1,2024-01-02,2024-01-02 16:00:00,51.56426033241572,-0.0707290477644855,12
1,2024-01-02,2024-01-02 14:00:00,51.56569384584368,-0.0683511213273522,13
1,2024-01-02,2024-01-02 17:00:00,51.56296511112488,-0.0631263468795776,14
1,2024-01-02,2024-01-02 18:00:00,51.56072857656367,-0.0631755142560365,15
1,2024-01-02,2024-01-02 19:00:00,51.56507289729871,-0.0558716722752943,16
1,2024-01-02,2024-01-02 20:00:00,51.56534347174088,-0.0487992048156707,17
1,2024-01-02,2024-01-02 21:00:00,51.56247100393834,-0.0446914982191108,18
1,2024-01-02,2024-01-02 22:00:00,51.554918585810086,-0.0469465034698836,19
1,2024-01-02,2024-01-02 23:00:00,51.554918585810086,-0.0469465034698836,20
1,2024-01-02,2024-01-02 11:00:00,51.55589500030029,-0.0757346733056816,21
1,2024-01-02,2024-01-02 12:00:00,51.55589500030029,-0.0757346733056816,22
1,2024-01-02,2024-01-02 13:00:00,51.56476131019612,-0.0752285910723281,23
1,2024-01-03,2024-01-03 00:00:00,51.56295991295471,-0.0458480599306975,0
1,2024-01-03,2024-01-03 01:00:00,51.56295991295471,-0.0458480599306975,1
1,2024-01-03,2024-01-03 02:00:00,51.56295991295471,-0.0458480599306975,2
1,2024-01-03,2024-01-03 03:00:00,51.56295991295471,-0.0458480599306975,3
1,2024-01-03,2024-01-03 16:00:00,51.55906750380623,-0.0434393636352312,4
1,2024-01-03,2024-01-03 04:00:00,51.560810045966754,-0.0502709500242176,5
1,2024-01-03,2024-01-03 06:00:00,51.56052029069359,-0.0550885904760843,6
1,2024-01-03,2024-01-03 07:00:00,51.5672975764505,-0.0626873560818806,7
